periodo,product_id,stock_final
201810,20194,16.26949
201810,20169,13.24727
201810,20136,67.55811
201810,20105,34.70725
201810,20173,32.52413
201810,20435,14.04094
201810,20806,21.8103
201810,20269,0.02092
201810,20383,3.40343
201810,20492,18.74809
201810,20277,0.0
201810,20446,12.55026
201810,20006,158.83558
201810,20017,42.3464
201810,20029,67.55557
201810,20097,0.05576
201810,20109,0.66918
201810,20099,2.24528
201810,20040,30.88673
201810,20178,-0.02974
201810,20013,18.97623
201810,20092,0.04095
201810,20065,0.02457
201810,20205,10.88041
201810,20166,8.33332
201810,20137,9.39026
201810,20371,7.88053
201810,20008,137.81922
201810,20018,15.68385
201810,20096,70.56117
201810,20761,3.90445
201810,20705,46.82551
201810,20221,21.36214
201810,20087,94.36855
201810,20074,41.36104
201810,20088,53.89544
201810,20243,4.58356
201810,20644,16.16706
201810,20676,11.21211
201810,20825,9.18918
201810,20905,7.02702
201810,20517,18.79605
201810,20804,11.50695
201810,20568,21.44961
201810,20474,5.3164
201810,20433,18.5102
201810,20456,41.21967
201810,20480,19.72987
201810,20931,10.14905
201810,21077,5.59029
201810,20069,190.94275
201810,20071,75.72365
201810,20091,118.36406
201810,20113,100.52515
201810,20028,94.98762
201810,20072,46.683
201810,20038,121.3081
201810,20066,135.25075
201810,20067,154.40006
201810,20115,195.66893
201810,20141,201.27744
201810,20084,0.62244
201810,20121,0.36655
201810,20116,4.43072
201810,20289,24.90215
201810,20146,146.00859
201810,20462,5.27477
201810,20448,12.62832
201810,20425,6.33502
201810,20420,0.0294
201810,20467,4.06255
201810,20512,34.75727
201810,20227,30.95551
201810,20986,2.07987
201810,20949,0.04193
201810,20601,2.55806
201810,20586,4.36163
201810,20429,4.15135
201810,20449,4.88961
201810,20416,0.89443
201810,21030,0.46288
201810,20685,4.73493
201810,20422,1.73355
201810,20282,1.0511
201810,20303,0.59173
201810,20450,3.98641
201810,20483,0.0
201810,20310,0.5249
201810,20103,35.99284
201810,20063,0.02877
201810,20185,52.90818
201810,20165,2.35011
201810,21014,3.63964
201810,20961,1.06038
201810,20838,1.65434
201810,20849,1.72084
201810,20768,3.2226
201810,20901,1.34297
201810,20935,1.65783
201810,21036,0.57727
201810,20965,2.35496
201810,20999,1.96971
201810,20228,29.09306
201810,20507,17.6791
201810,20582,3.86681
201810,20952,11.35783
201810,20977,10.65512
201810,20151,8.08009
201810,20315,24.85037
201810,20255,11.13021
201810,20362,44.80159
201810,20697,9.96683
201810,20913,4.19368
201810,20475,3.66441
201810,20430,3.98446
201810,20528,1.0064
201810,20499,10.82064
201810,20516,0.0
201810,20423,0.01147
201810,20511,7.6178
201810,20461,12.54445
201810,20489,6.62383
201810,20367,7.15865
201810,20386,17.57119
201810,20263,18.53931
201810,20267,9.00428
201810,20441,2.19623
201810,20566,-0.06604
201810,20294,0.01638
201810,20347,0.02457
201810,20369,0.00819
201810,20258,1.25307
201810,20339,0.03276
201810,20245,1.02375
201810,20318,0.9828
201810,20274,0.07371
201810,20331,0.00819
201810,20392,0.03276
201810,21047,2.48468
201810,21041,0.02213
201810,21019,0.36133
201810,21029,4.77567
201810,21008,3.63636
201810,20080,0.23222
201810,20054,0.22402
201810,20061,0.80945
201810,20047,24.01216
201810,20075,33.60302
201810,20059,3.06528
201810,20044,8.53377
201810,20094,3.20461
201810,20154,5.83863
201810,20131,27.87651
201810,20520,13.14746
201810,20504,6.46624
201810,20729,2.27995
201810,20670,5.48156
201810,20177,8.34644
201810,20208,4.41775
201810,20145,12.26593
201810,20198,0.0279
201810,20153,15.42181
201810,20200,0.02916
201810,20176,0.0
201810,20336,0.0
201810,20188,3.94343
201810,20273,0.0
201810,20215,0.02108
201810,20220,5.78798
201810,20241,4.97908
201810,20226,0.94093
201810,20252,5.9027
201810,20329,9.3111
201810,20385,9.01774
201810,20338,0.65724
201810,20327,3.69639
201810,20309,0.61537
201810,20342,13.0219
201810,20330,9.35489
201810,20434,11.56972
201810,20189,0.09433
201810,20275,112.47367
201810,20212,0.02162
201810,20290,6.57222
201810,20335,20.90268
201810,20365,0.11229
201810,20268,0.0
201810,20238,0.02685
201810,20284,1.98404
201810,20251,0.02183
201810,20195,82.39795
201810,20060,287.69395
201810,20034,200.14722
201810,20292,3.42996
201810,20244,-0.53452
201810,20401,11.69198
201810,20256,1.94162
201810,20400,71.90634
201810,20079,97.57156
201810,20427,27.66136
201810,20102,0.31363
201810,20001,33.65111
201810,20406,8.4735
201810,20469,9.64053
201810,20840,2.44414
201810,20919,1.38043
201810,21130,2.05582
201810,21070,2.00491
201810,20196,98.73682
201810,20534,7.06539
201810,20529,2.17177
201810,20444,11.26053
201810,20397,4.47828
201810,20078,80.17327
201810,20375,37.24594
201810,20023,5.46546
201810,20684,9.4126
201810,20100,9.69532
201810,20250,54.14944
201810,20321,32.76756
201810,20026,1.03565
201810,20847,1.54846
201810,21024,0.93694
201810,21038,0.70543
201810,21016,0.91837
201810,21152,0.6694
201810,20328,23.78649
201810,20299,20.06004
201810,21090,0.32288
201810,20878,0.00786
201810,20183,0.06033
201810,20073,162.1864
201810,20037,203.84495
201810,20090,45.21404
201810,20271,17.55281
201810,20556,7.74315
201810,20152,26.02629
201810,20555,4.09151
201810,20249,10.3491
201810,20192,75.08286
201810,20647,5.32809
201810,20278,42.12674
201810,20182,0.0
201810,20314,0.0
201810,20187,0.69215
201810,20184,0.0764
201810,20181,4.81951
201810,20114,50.81895
201810,20312,13.87386
201810,20163,43.26777
201810,20209,11.77722
201810,20775,23.70514
201810,20782,25.52135
201810,21116,2.6208
201810,21055,1.46328
201810,20083,100.72062
201810,20193,0.07351
201810,20943,2.44324
201810,20539,3.09779
201810,20973,5.40754
201810,20035,66.63821
201810,20021,239.54986
201810,20010,284.61014
201810,20041,145.27094
201810,20020,246.18048
201810,20031,113.14867
201810,20022,550.64755
201810,20043,134.9712
201810,20050,59.49216
201810,20011,978.16446
201810,20016,2.55528
201810,20024,93.66084
201810,20025,95.93766
201810,20156,86.09328
201810,20030,228.8104
201810,21050,3.55031
201810,21071,4.87371
201810,21027,10.5311
201810,20862,5.55828
201810,20502,6.97683
201810,20551,8.09404
201810,20818,14.87881
201810,20863,3.38532
201810,20614,17.6532
201810,20664,5.47706
201810,20843,4.58927
201810,20759,3.66568
201810,20715,4.85974
201810,20168,54.3438
201810,20002,13.11456
201810,20015,51.4909
201810,20045,117.04246
201810,20373,34.76554
201810,20969,11.34928
201810,20716,11.42486
201810,20726,0.0244
201810,20722,23.68035
201810,20332,0.0
201810,20280,22.59826
201810,20288,15.75852
201810,20222,29.01105
201810,20180,25.18489
201810,20652,0.0
201810,20984,4.5864
201810,21067,2.94141
201810,20698,24.37463
201810,20560,27.59478
201810,20147,108.5448
201810,21131,1.95836
201810,20160,0.02798
201810,20307,5.17542
201810,20197,32.42025
201810,20788,9.61575
201810,20012,1.33094
201810,20201,29.43958
201810,20419,12.84386
201810,20702,0.00734
201810,20994,4.88198
201810,21049,4.81733
201810,20296,0.55233
201810,20235,8.56215
201810,20300,2.92481
201810,20600,32.48243
201810,20735,8.7791
201810,20138,22.29847
201810,20171,45.22894
201810,20062,7.17084
201810,20239,9.66066
201810,20211,49.7952
201810,20821,0.90439
201810,20341,13.84727
201810,20293,43.99968
201810,20206,44.81568
201810,20134,76.42089
201810,20133,3.42342
201810,20140,58.4766
201810,20081,73.8738
201810,20320,7.69401
201810,20316,4.64291
201810,20891,8.05437
201810,20599,3.72285
201810,20655,33.06782
201810,20354,5.51072
201810,20058,188.18654
201810,20382,15.22449
201810,20485,0.01373
201810,20412,6.34155
201810,20374,29.21122
201810,20376,27.9198
201810,20122,52.17466
201810,20359,15.03726
201810,20349,12.56859
201810,20535,5.95028
201810,20410,3.54082
201810,20639,5.20247
201810,20500,9.13664
201810,20839,13.63964
201810,20807,5.29886
201810,20653,5.96721
201810,20246,26.05449
201810,20219,58.69406
201810,20543,18.79428
201810,20357,4.97968
201810,20737,2.22768
201810,20473,6.09877
201810,20304,30.40128
201810,20780,5.21463
201810,20413,12.76745
201810,20820,5.45313
201810,20823,6.09195
201810,20749,7.47503
201810,20739,14.19658
201810,20756,8.41113
201810,20270,66.57691
201810,20161,39.74002
201810,20107,0.63554
201810,20175,0.0
201810,20506,5.00124
201810,20536,-0.30467
201810,21200,0.23368
201810,21190,0.20593
201810,21224,0.66526
201810,20533,6.72639
201810,20618,6.64853
201810,20124,9.58187
201810,20070,8.54034
201810,20042,0.39307
201810,20144,0.6318
201810,20264,10.14774
201810,20787,22.11462
201810,20167,15.90485
201810,20179,41.98273
201810,20464,4.63019
201810,20465,6.17587
201810,20625,6.59821
201810,20497,4.84137
201810,20789,6.18515
201810,20628,0.573
201810,20710,0.53988
201810,20837,3.84668
201810,20784,4.35057
201810,20640,27.28029
201810,20865,5.68714
201810,20443,22.24163
201810,20637,6.42314
201810,20885,2.48976
201810,21028,2.41441
201810,20830,9.80616
201810,20696,6.80534
201810,20963,5.13458
201810,20826,10.09371
201810,20418,7.79218
201810,20663,0.62801
201810,20678,6.70646
201810,20636,5.8553
201810,20665,0.5887
201810,20490,2.44914
201810,20509,1.9241
201810,20773,4.03767
201810,20561,1.83456
201810,20765,1.40213
201810,20597,3.06443
201810,20957,1.38029
201810,20882,3.8897
201810,20801,2.82828
201810,21057,0.88124
201810,20976,1.72536
201810,21062,2.05624
201810,20428,0.67704
201810,20752,0.32716
201810,20666,2.92656
201810,20733,6.69396
201810,20530,11.1764
201810,20358,15.03662
201810,20426,6.74975
201810,20317,3.42757
201810,20231,18.08516
201810,20356,5.10909
201810,20991,1.81818
201810,20350,9.43365
201810,20234,6.40076
201810,20398,13.01655
201810,20265,4.42026
201810,20302,16.96134
201810,20305,10.75489
201810,20326,37.26867
201810,20095,-0.0273
201810,20157,19.11915
201810,20155,18.17512
201810,20903,7.66147
201810,20514,6.11096
201810,20578,18.22697
201810,20496,14.94238
201810,21161,5.3021
201810,20771,32.16828
201810,20743,27.33733
201810,20724,5.97032
201810,20217,24.52086
201810,20588,9.20556
201810,20914,8.32997
201810,20857,0.91331
201810,21040,9.77023
201810,20855,6.35369
201810,20877,5.78651
201810,20750,10.24729
201810,20881,4.17144
201810,20951,0.0
201810,20945,0.80658
201810,20898,3.71302
201810,20758,2.60913
201810,20417,19.46486
201810,20584,7.89653
201810,20298,15.41574
201810,20598,13.21296
201810,20343,14.88815
201810,20573,66.44885
201810,20610,0.02581
201810,20832,23.86075
201810,20377,14.71501
201810,21003,6.88288
201810,20996,9.6369
201810,20777,13.22756
201810,20481,0.43743
201810,20393,22.54641
201810,21164,0.36937
201810,21176,1.40008
201810,20667,5.26399
201810,20478,24.5928
201810,20415,18.07273
201810,20508,15.89938
201810,20319,12.12772
201810,20390,9.64888
201810,20447,20.23973
201810,20370,19.14749
201810,20873,0.76858
201810,20930,0.17956
201810,20202,-0.03453
201810,20564,25.50045
201810,20595,19.77551
201810,20794,12.32718
201810,20790,9.6458
201810,20989,1.79088
201810,20334,86.1222
201810,20340,78.7454
201810,20574,6.91695
201810,20552,27.6501
201810,20351,21.68142
201810,20541,25.86131
201810,20544,-0.39167
201810,20589,7.77792
201810,20445,7.58438
201810,20635,6.33407
201810,20805,11.89816
201810,20571,7.50486
201810,20368,1.58812
201810,21118,5.05732
201810,21207,2.67757
201810,21194,2.62211
201810,20135,0.0
201810,20378,9.78814
201810,20624,11.13349
201810,20391,0.23751
201810,20646,0.12589
201810,20811,3.08501
201810,21195,0.47199
201810,21167,0.39435
201810,21180,6.83042
201810,20402,46.40017
201810,21023,4.04844
201810,20741,16.7704
201810,20657,59.6194
201810,21248,0.62425
201810,21262,0.2867
201810,21259,0.27258
201810,21263,0.27258
201810,21244,0.94484
201810,21246,0.48019
201810,21261,0.24433
201810,21256,0.24433
201810,20542,2.36363
201810,20650,7.9312
201810,20337,34.97894
201810,20766,7.02161
201810,20767,10.00648
201810,20731,97.63878
201810,20149,0.78326
201810,21142,0.8736
201810,21191,2.13189
201810,21209,3.06083
201810,21226,0.19455
201810,20451,34.55361
201810,20545,9.80343
201810,21065,2.2828
201810,21212,0.07415
201810,21184,0.00079
201810,20112,103.32089
201810,21126,7.37336
201810,21155,0.01759
201810,20387,0.00857
201810,20403,3.55114
201810,20297,0.00384
201810,20306,9.51217
201810,20344,0.022
201810,20348,1.69351
201810,20841,20.79594
201810,20836,5.95813
201810,20763,3.13573
201810,20128,99.9544
201810,20143,2.6179
201810,20170,0.21231
201810,20260,0.11532
201810,20172,115.54769
201810,21133,1.95943
201810,21157,2.84215
201810,20266,18.91071
201810,21245,4.96624
201810,21233,4.5021
201810,20488,54.05793
201810,21020,45.6373
201810,20679,12.84242
201810,20967,5.62497
201810,20191,85.6583
201810,20164,47.3018
201810,20203,16.2071
201810,21229,0.92197
201810,20126,0.0
201810,20150,0.0
201810,20089,49.13292
201810,20218,10.12612
201810,20513,11.49548
201810,20262,-0.03695
201810,20395,0.68283
201810,20604,22.68339
201810,20576,77.13751
201810,20237,83.64938
201810,20186,68.3972
201810,20229,23.12332
201810,21034,4.85634
201810,21022,3.66133
201810,21013,6.78326
201810,20130,0.0
201810,20159,0.01327
201810,20389,17.82927
201810,20364,17.42327
201810,20902,20.38748
201810,20997,21.53451
201810,20503,32.20718
201810,21201,1.38063
201810,20700,14.21424
201810,20682,26.71748
201810,20611,37.30123
201810,20477,0.0
201810,20408,0.0
201810,20712,24.50533
201810,20990,6.55429
201810,21001,7.03886
201810,21037,7.02626
201810,20522,49.29254
201810,20459,19.42135
201810,20523,0.0
201810,20495,1.59179
201810,20559,10.56431
201810,20540,0.01643
201810,20527,0.5403
201810,20553,7.00594
201810,21011,4.15779
201810,20979,6.54654
201810,21043,4.0909
201810,21031,2.53562
201810,21188,2.50723
201810,21206,1.36828
201810,20709,19.51404
201810,20917,6.6902
201810,21056,3.68623
201810,20971,0.08011
201810,20809,21.45562
201810,21125,5.8067
201810,20295,0.02933
201810,20225,4.37648
201810,20301,0.08572
201810,20291,0.00703
201810,20848,0.1602
201810,20324,0.0
201810,20230,0.0
201810,21021,0.58179
201810,20009,0.0558
201810,21182,0.0
201810,21113,0.09784
201810,21122,1.08669
201810,20036,208.8814
201810,20439,47.81202
201810,20493,44.11385
201810,20814,-0.02293
201810,20421,6.11596
201810,21185,0.4828
201810,20983,0.01583
201810,20452,13.3852
201810,20982,2.8887
201810,20870,1.69914
201810,20706,0.4513
201810,20802,1.36622
201810,21156,1.74119
201810,21181,1.17936
201810,20471,0.00546
201810,20808,2.78018
201810,21192,2.2619
201810,21222,1.00173
201810,21124,1.87919
201810,20725,4.94133
201810,20583,10.61294
201810,20831,6.57457
201810,20622,17.50603
201810,20783,7.26318
201810,20793,6.57657
201810,20658,11.17648
201810,20629,48.72664
201810,20677,30.70458
201810,20572,54.59931
201810,20632,30.63724
201810,20602,30.18844
201810,20669,31.03072
201810,20590,1.93834
201810,20064,91.0182
201810,21170,1.36427
201810,20569,21.84203
201810,20908,4.4081
201810,21255,0.73928
201810,21257,0.72574
201810,21264,0.07388
201810,20014,23.87112
201810,20049,2.16216
201810,20056,65.14872
201810,20567,52.38455
201810,20323,139.41826
201810,21084,3.74501
201810,20409,12.28227
201810,20216,29.65326
201810,21202,0.84302
201810,20642,20.44531
201810,20651,51.44078
201810,20254,21.99765
201810,21218,1.23997
201810,20751,11.48991
201810,20742,5.54594
201810,20585,14.9307
201810,20563,20.3705
201810,20612,27.23879
201810,20699,32.41766
201810,20883,15.40539
201810,20956,20.32332
201810,20906,10.27223
201810,20985,12.89335
201810,20453,4.55034
201810,20608,0.38722
201810,21010,5.87027
201810,20607,1.75448
201810,20587,0.04403
201810,20648,0.0
201810,20630,0.61962
201810,20981,9.49544
201810,20853,9.04731
201811,20524,13.65087
201811,20311,3.45891
201811,20654,3.8635
201811,21005,0.83691
201811,20974,1.47638
201811,20828,8.46226
201811,20941,0.95015
201811,20803,0.20257
201811,20781,2.87141
201811,20638,28.67723
201811,20479,7.39857
201811,20313,2.19492
201811,20224,41.59155
201811,20232,4.32432
201811,20158,10.71252
201811,21048,0.04995
201811,20086,70.06388
201811,20852,6.59131
201811,20948,1.5425
201811,20283,30.2152
201811,20937,1.92192
201811,21080,2.14141
201811,20947,2.92001
201811,20812,2.75184
201811,20970,1.74502
201811,20609,29.7618
201811,20051,2.17946
201811,20242,72.5088
201811,20325,50.83478
201811,20033,95.63463
201811,21088,0.21155
201811,20432,7.42284
201811,20424,6.76876
201811,20505,5.60991
201811,20484,10.67557
201811,20641,6.19535
201811,20721,6.89664
201811,20660,6.97548
201811,20797,14.32791
201811,20925,5.98905
201811,21032,1.19574
201811,20486,2.72432
201811,20730,3.04996
201811,20388,36.46188
201811,20119,16.98442
201811,20129,8.6134
201811,20053,1.40087
201811,20846,3.08763
201811,20007,31.99132
201811,20055,19.15097
201811,20810,3.5732
201811,20672,16.97702
201811,20190,2.95481
201811,20148,6.46599
201811,20233,29.39024
201811,20345,19.21148
201811,20162,21.71718
201811,20472,46.45805
201811,20363,33.02208
201811,20366,7.74305
201811,20308,24.1567
201811,20482,25.39532
201811,20606,26.12772
201811,20745,18.60199
201811,20579,18.14801
201811,20713,19.92555
201811,20470,15.6536
201811,20596,17.7266
201811,20893,0.0
201811,20939,8.8801
201811,20039,92.92046
201811,20082,107.56637
201811,20656,25.21749
201811,20546,10.96879
201811,20361,15.47271
201811,20322,32.34213
201811,20207,70.98232
201811,20796,4.85365
201811,20281,3.47977
201811,20120,96.31112
201811,20860,0.02075
201811,20132,50.9418
201811,20998,3.20379
201811,20353,125.36204
201811,20111,33.2704
201811,20605,2.88551
201811,20276,0.29287
201811,20701,22.29951
201811,20864,6.54594
201811,20076,12.11715
201811,20744,4.10522
201811,20253,7.27851
201811,20027,3.59358
201811,20068,41.85471
201811,20549,9.96642
201811,20594,5.21675
201811,20708,7.50255
201811,20463,14.30447
201811,20570,12.85217
201811,20714,4.17243
201811,20661,5.96474
201811,20693,4.49132
201811,20538,7.98372
201811,20922,4.08791
201811,20786,2.71493
201811,21063,4.26991
201811,20466,30.82868
201811,20532,20.61931
201811,21083,5.09309
201811,20960,4.44444
201811,20380,18.99755
201811,20438,14.91875
201811,20404,20.59283
201811,20117,45.65027
201811,20680,16.06157
201811,20407,6.52284
201811,20285,26.9475
201811,20936,-0.00437
201811,20346,13.60233
201811,20887,6.76455
201811,20372,15.60315
201811,20381,20.58336
201811,20352,22.14291
201811,20850,13.32677
201811,20005,697.02506
201811,20004,0.4762
201811,20003,599.8182
201811,20379,23.22457
201811,20019,304.22101
201811,20394,18.97193
201811,20501,19.19709
201811,20800,5.80605
201811,20411,0.35397
201811,20272,5.83652
201811,20778,11.13669
201811,20617,20.35647
201811,20554,6.78132
201811,20494,0.18428
201811,20755,5.06415
201811,20776,3.83156
201811,20718,4.42779
201811,20457,28.08351
201811,20405,24.58638
201811,20431,29.51676
201811,20248,31.85157
201811,20287,37.37982
201811,20214,44.88054
201811,20057,15.9705
201811,20052,85.00565
201811,20384,21.20111
201811,20108,68.68399
201811,20118,55.68072
201811,20454,26.93702
201811,20046,176.0403
201811,20645,16.55674
201811,20683,12.99175
201811,20142,35.46248
201811,20240,58.66704
201811,20259,12.4405
201811,20565,13.17083
201811,20396,38.02538
201811,20399,45.59373
201811,20892,6.75195
201811,20874,5.74752
201811,20125,29.09088
201811,20139,63.09576
201811,20093,48.26367
201811,20101,67.92786
201811,20106,74.48805
201811,20123,54.78291
201811,20894,1.05121
201811,20879,0.00519
201811,20360,17.50956
201811,20048,87.54782
201811,20077,89.73095
201811,20194,33.4746
201811,20169,6.41572
201811,20136,68.6868
201811,20105,167.09085
201811,20173,27.33494
201811,20435,14.48647
201811,20806,13.56919
201811,20269,0.02092
201811,20383,5.17489
201811,20492,9.40215
201811,20277,1.1511
201811,20446,11.52431
201811,20006,0.83647
201811,20017,11.98246
201811,20029,8.16606
201811,20097,14.23397
201811,20109,14.1782
201811,20099,19.241
201811,20040,8.18697
201811,20178,27.34483
201811,20013,34.42257
201811,20092,7.50204
201811,20065,61.35129
201811,20205,16.49056
201811,20166,12.63308
201811,20137,10.72038
201811,20371,32.11834
201811,20008,2.3944
201811,20018,1.67294
201811,20096,99.04781
201811,20761,1.21758
201811,20705,44.85376
201811,20221,5.92432
201811,20087,0.20432
201811,20074,0.13622
201811,20088,3.71892
201811,20243,0.14054
201811,20644,13.15314
201811,20676,10.87632
201811,20825,7.59213
201811,20905,5.8149
201811,20517,12.04749
201811,20804,9.02538
201811,20568,15.57738
201811,20474,13.87893
201811,20433,16.33465
201811,20480,13.37312
201811,20931,10.69942
201811,21077,5.51401
201811,20069,26.5487
201811,20071,9.39994
201811,20091,28.24349
201811,20113,39.1897
201811,20028,243.243
201811,20072,13.7592
201811,20038,4.31558
201811,20066,93.24806
201811,20067,32.65517
201811,20115,132.36787
201811,20141,28.67155
201811,20084,2.41844
201811,20121,3.74156
201811,20116,0.48138
201811,20289,34.58455
201811,20146,104.51532
201811,20462,6.31267
201811,20448,0.04194
201811,20425,11.5328
201811,20420,0.10291
201811,20467,1.05158
201811,20512,36.49246
201811,20227,43.87547
201811,20986,1.63538
201811,20949,1.81569
201811,20601,5.18607
201811,20868,0.00646
201811,20586,6.72586
201811,20429,8.96197
201811,20449,16.65309
201811,20416,8.90467
201811,21030,0.32803
201811,20685,4.54105
201811,20422,1.3519
201811,20282,0.01038
201811,20303,2.55509
201811,20450,12.33945
201811,20483,2.29474
201811,20310,12.58273
201811,20103,28.4525
201811,20063,5.24841
201811,20185,9.50594
201811,20165,42.02328
201811,21014,2.84248
201811,20961,1.98499
201811,20838,2.69368
201811,20849,2.55181
201811,20768,1.55204
201811,20901,0.1085
201811,20935,1.23588
201811,21036,0.0373
201811,20965,1.4224
201811,20999,1.47927
201811,20228,53.14546
201811,20507,16.09074
201811,20582,5.09214
201811,20952,10.38485
201811,20977,9.81404
201811,20151,0.59853
201811,20315,4.82313
201811,20255,-1.81916
201811,20362,13.97476
201811,20697,7.34456
201811,20913,3.07363
201811,20475,8.15143
201811,20430,9.77473
201811,20528,8.55848
201811,20499,4.09082
201811,20516,3.23946
201811,20423,-0.01912
201811,20511,4.28437
201811,20461,2.51036
201811,20489,9.91657
201811,20367,7.61869
201811,20386,7.14311
201811,20263,13.55276
201811,20267,5.67143
201811,20441,7.52285
201811,20566,0.77995
201811,20294,0.01638
201811,20258,1.20393
201811,20274,0.9009
201811,21047,2.44965
201811,21041,0.70405
201811,21019,0.12885
201811,21029,4.10904
201811,21008,2.88561
201811,20080,1.31369
201811,20054,0.049
201811,20061,0.04644
201811,20047,0.049
201811,20075,0.84708
201811,20059,39.95483
201811,20044,0.11901
201811,20094,5.75238
201811,20154,0.29857
201811,20131,1.78516
201811,20520,5.13218
201811,20504,16.00157
201811,20729,1.37847
201811,20670,4.54099
201811,20177,0.03432
201811,20208,12.27638
201811,20145,0.87567
201811,20198,0.44635
201811,20153,2.73852
201811,20200,11.23391
201811,20176,0.08951
201811,20336,1.66661
201811,20188,0.15199
201811,20273,0.14705
201811,20215,0.30216
201811,20220,1.6243
201811,20241,3.33153
201811,20226,1.46652
201811,20252,0.02811
201811,20329,0.0305
201811,20385,12.54611
201811,20338,7.71639
201811,20327,0.08368
201811,20309,-0.01123
201811,20342,2.69535
201811,20330,0.55614
201811,20434,5.9308
201811,20189,0.73665
201811,20275,91.97777
201811,20212,0.04324
201811,20290,2.83094
201811,20335,14.0108
201811,20365,0.11229
201811,20268,-0.02357
201811,20238,-0.82083
201811,20284,16.52544
201811,20251,0.03274
201811,20195,7.9585
201811,20060,104.32531
201811,20034,266.48622
201811,20292,2.17094
201811,20244,2.88371
201811,20401,2.02116
201811,20256,2.56865
201811,20400,58.83532
201811,20079,133.20626
201811,20427,6.65092
201811,20102,41.62698
201811,20001,47.44089
201811,20406,5.99715
201811,20469,8.21351
201811,20840,0.52062
201811,20919,0.47859
201811,21130,1.88123
201811,21070,1.38684
